# x_m, y_m, w_tr_right_m, w_tr_left_m
75.7985,24.7535,7.3,7.3
75.7252,24.8214,7.3,7.3
75.6515,24.8891,7.3,7.3
75.5772,24.9559,7.3,7.3
75.5019,25.0218,7.3,7.3
75.4263,25.0871,7.3,7.3
75.3499,25.1517,7.3,7.3
75.2727,25.2151,7.3,7.3
75.1947,25.2777,7.3,7.3
75.1162,25.3397,7.4,7.4
75.0374,25.4012,7.3,7.3
74.9580,25.4619,7.3,7.3
74.8778,25.5216,7.3,7.3
74.7968,25.5803,7.3,7.3
74.7155,25.6384,7.2,7.2
74.6337,25.6960,7.3,7.3
74.5516,25.7531,7.2,7.2
74.4691,25.8094,7.3,7.3
74.3855,25.8643,7.2,7.2
74.3015,25.9185,7.2,7.2
74.2171,25.9722,7.2,7.2
74.1325,26.0254,7.2,7.2
74.0475,26.0781,7.3,7.3
73.9616,26.1292,7.2,7.2
73.8752,26.1796,7.2,7.2
73.7886,26.2296,7.2,7.2
73.7017,26.2790,7.3,7.3
73.6141,26.3273,7.2,7.2
73.5261,26.3746,7.1,7.1
73.4378,26.4215,7.2,7.2
73.3491,26.4677,7.2,7.2
73.2599,26.5128,7.2,7.2
73.1704,26.5574,7.2,7.2
73.0807,26.6015,7.1,7.1
72.9905,26.6447,7.2,7.2
72.8998,26.6869,7.2,7.2
72.8090,26.7286,7.1,7.1
72.7179,26.7697,7.2,7.2
72.6265,26.8103,7.2,7.2
72.5349,26.8504,7.1,7.1
72.4428,26.8894,7.2,7.2
72.3506,26.9279,7.1,7.1
72.2582,26.9661,7.1,7.1
72.1654,27.0035,7.2,7.2
72.0723,27.0398,7.1,7.1
71.9790,27.0758,7.1,7.1
71.8856,27.1114,7.1,7.1
71.7919,27.1464,7.1,7.1
71.6982,27.1811,7.1,7.1
71.6041,27.2149,7.0,7.0
71.5098,27.2481,7.1,7.1
71.4154,27.2811,7.1,7.1
71.3208,27.3136,7.1,7.1
71.2259,27.3451,7.1,7.1
71.1309,27.3762,7.1,7.1
71.0358,27.4071,7.1,7.1
70.9406,27.4375,7.0,7.0
70.8453,27.4678,7.1,7.1
70.7498,27.4973,7.1,7.1
70.6541,27.5262,7.1,7.1
70.5582,27.5548,7.0,7.0
70.4622,27.5824,7.1,7.1
70.3660,27.6099,7.1,7.1
70.2699,27.6374,7.1,7.1
70.1736,27.6643,7.0,7.0
70.0771,27.6904,7.0,7.0
69.9806,27.7165,7.1,7.1
69.8841,27.7426,7.0,7.0
69.7874,27.7682,7.0,7.0
69.6906,27.7931,7.0,7.0
69.5938,27.8182,7.1,7.1
69.4970,27.8432,7.0,7.0
69.4001,27.8677,7.0,7.0
69.3030,27.8917,7.0,7.0
69.2060,27.9160,7.0,7.0
69.1090,27.9403,7.1,7.1
69.0119,27.9639,7.0,7.0
68.9147,27.9876,7.0,7.0
68.8176,28.0112,7.0,7.0
68.7203,28.0341,7.0,7.0
68.6230,28.0572,7.1,7.1
68.5258,28.0807,7.0,7.0
68.4285,28.1038,7.0,7.0
68.3312,28.1265,7.0,7.0
68.2339,28.1496,7.0,7.0
68.1367,28.1732,7.1,7.1
68.0394,28.1961,7.1,7.1
67.9421,28.2191,7.0,7.0
67.8450,28.2427,7.0,7.0
67.7478,28.2662,7.0,7.0
67.6505,28.2893,7.1,7.1
67.5534,28.3130,7.1,7.1
67.4561,28.3362,7.1,7.1
67.3589,28.3597,7.0,7.0
67.2618,28.3835,7.0,7.0
67.1646,28.4068,7.1,7.1
67.0673,28.4300,7.1,7.1
66.9700,28.4528,7.1,7.1
66.8728,28.4762,7.1,7.1
66.7758,28.5003,7.1,7.1
66.6787,28.5245,7.2,7.2
66.5817,28.5487,7.1,7.1
66.4849,28.5737,7.1,7.1
66.3879,28.5977,7.1,7.1
66.2909,28.6221,7.1,7.1
66.1941,28.6470,7.2,7.2
66.0972,28.6717,7.2,7.2
66.0003,28.6965,7.2,7.2
65.9035,28.7213,7.2,7.2
65.8066,28.7461,7.1,7.1
65.7097,28.7708,7.2,7.2
65.6130,28.7962,7.2,7.2
65.5164,28.8220,7.2,7.2
65.4197,28.8470,7.2,7.2
65.3231,28.8731,7.2,7.2
65.2265,28.8989,7.3,7.3
65.1297,28.9237,7.3,7.3
65.0329,28.9487,7.2,7.2
64.9363,28.9746,7.2,7.2
64.8395,28.9997,7.2,7.2
64.7428,29.0251,7.3,7.3
64.6460,29.0500,7.3,7.3
64.5493,29.0753,7.3,7.3
64.4528,29.1014,7.3,7.3
64.3561,29.1269,7.2,7.2
64.2595,29.1527,7.3,7.3
64.1630,29.1791,7.3,7.3
64.0665,29.2051,7.3,7.3
63.9700,29.2311,7.2,7.2
63.8735,29.2574,7.3,7.3
63.7769,29.2832,7.3,7.3
63.6807,29.3103,7.3,7.3
63.5845,29.3376,7.3,7.3
63.4881,29.3643,7.2,7.2
63.3918,29.3910,7.3,7.3
63.2956,29.4182,7.3,7.3
63.1993,29.4452,7.3,7.3
63.1030,29.4719,7.2,7.2
63.0067,29.4989,7.3,7.3
62.9106,29.5264,7.3,7.3
62.8144,29.5536,7.3,7.3
62.7181,29.5807,7.3,7.3
62.6220,29.6082,7.2,7.2
62.5259,29.6359,7.3,7.3
62.4298,29.6634,7.3,7.3
62.3337,29.6911,7.4,7.4
62.2379,29.7196,7.2,7.2
62.1421,29.7481,7.3,7.3
62.0462,29.7766,7.3,7.3
61.9504,29.8052,7.4,7.4
61.8545,29.8335,7.3,7.3
61.7587,29.8619,7.3,7.3
61.6631,29.8913,7.3,7.3
61.5675,29.9207,7.4,7.4
61.4721,29.9504,7.3,7.3
61.3769,29.9809,7.3,7.3
61.2816,30.0113,7.4,7.4
61.1864,30.0419,7.4,7.4
61.0913,30.0727,7.3,7.3
60.9963,30.1039,7.3,7.3
60.9016,30.1358,7.4,7.4
60.8069,30.1680,7.4,7.4
60.7122,30.2001,7.3,7.3
60.6177,30.2325,7.3,7.3
60.5231,30.2652,7.4,7.4
60.4286,30.2978,7.3,7.3
60.3345,30.3315,7.3,7.3
60.2405,30.3656,7.3,7.3
60.1465,30.3997,7.4,7.4
60.0527,30.4343,7.3,7.3
59.9592,30.4697,7.3,7.3
59.8658,30.5054,7.4,7.4
59.7725,30.5412,7.3,7.3
59.6794,30.5776,7.3,7.3
59.5866,30.6148,7.4,7.4
59.4940,30.6525,7.3,7.3
59.4015,30.6905,7.3,7.3
59.3091,30.7287,7.3,7.3
59.2168,30.7671,7.3,7.3
59.1246,30.8059,7.3,7.3
59.0328,30.8454,7.4,7.4
58.9413,30.8857,7.3,7.3
58.8498,30.9261,7.3,7.3
58.7586,30.9671,7.4,7.4
58.6676,31.0084,7.3,7.3
58.5767,31.0500,7.3,7.3
58.4863,31.0928,7.4,7.4
58.3962,31.1361,7.3,7.3
58.3061,31.1795,7.4,7.4
58.2163,31.2233,7.4,7.4
58.1268,31.2681,7.3,7.3
58.0377,31.3134,7.4,7.4
57.9489,31.3593,7.3,7.3
57.8602,31.4054,7.3,7.3
57.7716,31.4517,7.4,7.4
57.6834,31.4988,7.4,7.4
57.5957,31.5468,7.4,7.4
57.5083,31.5954,7.3,7.3
57.4210,31.6442,7.4,7.4
57.3342,31.6937,7.4,7.4
57.2478,31.7440,7.4,7.4
57.1615,31.7946,7.4,7.4
57.0757,31.8460,7.4,7.4
56.9902,31.8977,7.4,7.4
56.9049,31.9499,7.4,7.4
56.8202,32.0031,7.4,7.4
56.7358,32.0566,7.5,7.5
56.6517,32.1107,7.4,7.4
56.5680,32.1654,7.4,7.4
56.4846,32.2205,7.4,7.4
56.4017,32.2764,7.5,7.5
56.3193,32.3330,7.4,7.4
56.2371,32.3899,7.4,7.4
56.1551,32.4472,7.4,7.4
56.0736,32.5051,7.5,7.5
55.9927,32.5638,7.4,7.4
55.9124,32.6234,7.5,7.5
55.8324,32.6834,7.5,7.5
55.7527,32.7437,7.5,7.5
55.6734,32.8046,7.4,7.4
55.5947,32.8663,7.5,7.5
55.5168,32.9289,7.4,7.4
55.4392,32.9920,7.5,7.5
55.3619,33.0555,7.5,7.5
55.2855,33.1199,7.5,7.5
55.2094,33.1847,7.5,7.5
55.1337,33.2501,7.4,7.4
55.0588,33.3163,7.4,7.4
54.9846,33.3833,7.4,7.4
54.9108,33.4508,7.4,7.4
54.8374,33.5187,7.4,7.4
54.7645,33.5870,7.5,7.5
54.6919,33.6558,7.4,7.4
54.6199,33.7251,7.4,7.4
54.5487,33.7954,7.5,7.5
54.4782,33.8663,7.4,7.4
54.4082,33.9376,7.5,7.5
54.3387,34.0096,7.4,7.4
54.2701,34.0822,7.4,7.4
54.2018,34.1553,7.4,7.4
54.1339,34.2287,7.4,7.4
54.0667,34.3027,7.5,7.5
54.0003,34.3775,7.5,7.5
53.9347,34.4529,7.5,7.5
53.8697,34.5288,7.5,7.5
53.8050,34.6051,7.5,7.5
53.7408,34.6818,7.4,7.4
53.6776,34.7592,7.5,7.5
53.6148,34.8370,7.4,7.4
53.5527,34.9153,7.5,7.5
53.4914,34.9944,7.5,7.5
53.4306,35.0738,7.5,7.5
53.3706,35.1537,7.5,7.5
53.3113,35.2342,7.5,7.5
53.2524,35.3150,7.5,7.5
53.1944,35.3964,7.4,7.4
53.1371,35.4783,7.5,7.5
53.0799,35.5604,7.5,7.5
53.0229,35.6425,7.4,7.4
52.9668,35.7253,7.4,7.4
52.9115,35.8085,7.4,7.4
52.8565,35.8921,7.5,7.5
52.8022,35.9760,7.4,7.4
52.7487,36.0605,7.5,7.5
52.6960,36.1454,7.4,7.4
52.6437,36.2307,7.5,7.5
52.5921,36.3163,7.4,7.4
52.5408,36.4021,7.5,7.5
52.4901,36.4883,7.5,7.5
52.4400,36.5748,7.4,7.4
52.3905,36.6617,7.5,7.5
52.3420,36.7491,7.4,7.4
52.2941,36.8369,7.5,7.5
52.2470,36.9250,7.4,7.4
52.2007,37.0137,7.4,7.4
52.1553,37.1028,7.5,7.5
52.1099,37.1919,7.4,7.4
52.0649,37.2811,7.5,7.5
52.0210,37.3710,7.5,7.5
51.9778,37.4611,7.4,7.4
51.9351,37.5515,7.5,7.5
51.8933,37.6423,7.5,7.5
51.8524,37.7336,7.4,7.4
51.8122,37.8251,7.5,7.5
51.7722,37.9168,7.5,7.5
51.7326,38.0086,7.4,7.4
51.6941,38.1008,7.5,7.5
51.6562,38.1934,7.5,7.5
51.6193,38.2863,7.5,7.5
51.5832,38.3795,7.5,7.5
51.5479,38.4730,7.5,7.5
51.5136,38.5670,7.5,7.5
51.4793,38.6609,7.6,7.6
51.4457,38.7550,7.5,7.5
51.4131,38.8496,7.5,7.5
51.3812,38.9443,7.5,7.5
51.3499,39.0393,7.5,7.5
51.3198,39.1346,7.5,7.5
51.2901,39.2301,7.5,7.5
51.2606,39.3256,7.5,7.5
51.2321,39.4215,7.5,7.5
51.2044,39.5175,7.5,7.5
51.1776,39.6139,7.5,7.5
51.1518,39.7104,7.5,7.5
51.1266,39.8072,7.5,7.5
51.1016,39.9040,7.5,7.5
51.0773,40.0010,7.5,7.5
51.0540,40.0982,7.4,7.4
51.0315,40.1956,7.4,7.4
51.0098,40.2932,7.5,7.5
50.9891,40.3911,7.5,7.5
50.9685,40.4889,7.5,7.5
50.9484,40.5868,7.5,7.5
50.9294,40.6850,7.4,7.4
50.9112,40.7833,7.4,7.4
50.8938,40.8817,7.5,7.5
50.8774,40.9804,7.5,7.5
50.8611,41.0790,7.5,7.5
50.8453,41.1778,7.5,7.5
50.8305,41.2766,7.4,7.4
50.8164,41.3756,7.4,7.4
50.8033,41.4747,7.4,7.4
50.7901,41.5738,7.4,7.4
50.7774,41.6730,7.4,7.4
50.7657,41.7723,7.5,7.5
50.7546,41.8717,7.5,7.5
50.7444,41.9711,7.5,7.5
50.7350,42.0707,7.4,7.4
50.7255,42.1702,7.4,7.4
50.7164,42.2698,7.4,7.4
50.7081,42.3694,7.4,7.4
50.7006,42.4691,7.4,7.4
50.6936,42.5688,7.4,7.4
50.6864,42.6686,7.4,7.4
50.6798,42.7683,7.3,7.3
50.6738,42.8681,7.3,7.3
50.6686,42.9680,7.3,7.3
50.6635,43.0678,7.3,7.3
50.6583,43.1677,7.4,7.4
50.6547,43.2676,7.4,7.4
50.6517,43.3675,7.4,7.4
50.6484,43.4674,7.4,7.4
50.6453,43.5674,7.4,7.4
50.6430,43.6673,7.4,7.4
50.6408,43.7673,7.3,7.3
50.6382,43.8672,7.3,7.3
50.6371,43.9672,7.3,7.3
50.6365,44.0672,7.3,7.3
50.6362,44.1672,7.3,7.3
50.6365,44.2672,7.3,7.3
50.6368,44.3671,7.3,7.3
50.6368,44.4671,7.3,7.3
50.6383,44.5671,7.3,7.3
50.6402,44.6671,7.3,7.3
50.6424,44.7670,7.3,7.3
50.6450,44.8670,7.3,7.3
50.6480,44.9669,7.3,7.3
50.6513,45.0668,7.3,7.3
50.6550,45.1667,7.3,7.3
50.6590,45.2666,7.2,7.2
50.6634,45.3665,7.2,7.2
50.6680,45.4664,7.2,7.2
50.6737,45.5662,7.2,7.2
50.6799,45.6660,7.2,7.2
50.6856,45.7658,7.2,7.2
50.6927,45.8656,7.2,7.2
50.7001,45.9653,7.2,7.2
50.7077,46.0649,7.2,7.2
50.7158,46.1646,7.2,7.2
50.7241,46.2642,7.2,7.2
50.7328,46.3638,7.2,7.2
50.7418,46.4634,7.2,7.2
50.7520,46.5629,7.2,7.2
50.7627,46.6623,7.2,7.2
50.7735,46.7617,7.2,7.2
50.7847,46.8610,7.1,7.1
50.7962,46.9604,7.1,7.1
50.8080,47.0596,7.1,7.1
50.8202,47.1589,7.1,7.1
50.8325,47.2581,7.1,7.1
50.8459,47.3572,7.2,7.2
50.8598,47.4562,7.2,7.2
50.8743,47.5551,7.2,7.2
50.8897,47.6539,7.2,7.2
50.9044,47.7528,7.1,7.1
50.9193,47.8517,7.1,7.1
50.9352,47.9504,7.1,7.1
50.9525,48.0488,7.1,7.1
50.9700,48.1473,7.1,7.1
50.9870,48.2458,7.1,7.1
51.0053,48.3441,7.1,7.1
51.0239,48.4423,7.0,7.0
51.0426,48.5405,7.0,7.0
51.0617,48.6387,7.1,7.1
51.0810,48.7368,7.1,7.1
51.1006,48.8348,7.1,7.1
51.1214,48.9326,7.1,7.1
51.1425,49.0304,7.0,7.0
51.1638,49.1280,7.0,7.0
51.1852,49.2257,7.0,7.0
51.2071,49.3232,7.1,7.1
51.2301,49.4206,7.1,7.1
51.2531,49.5179,7.0,7.0
51.2773,49.6149,7.0,7.0
51.3013,49.7119,7.0,7.0
51.3248,49.8091,7.0,7.0
51.3490,49.9061,7.1,7.1
51.3741,50.0029,7.0,7.0
51.3993,50.0996,7.0,7.0
51.4257,50.1961,7.0,7.0
51.4518,50.2926,7.0,7.0
51.4778,50.3891,7.1,7.1
51.5049,50.4854,7.0,7.0
51.5319,50.5816,7.0,7.0
51.5601,50.6776,7.0,7.0
51.5879,50.7736,7.0,7.0
51.6156,50.8697,7.0,7.0
51.6443,50.9654,7.0,7.0
51.6730,51.0612,7.0,7.0
51.7017,51.1570,7.0,7.0
51.7313,51.2525,6.9,6.9
51.7613,51.3479,7.0,7.0
51.7914,51.4432,7.0,7.0
51.8215,51.5385,7.0,7.0
51.8517,51.6339,6.9,6.9
51.8827,51.7289,7.0,7.0
51.9139,51.8239,7.0,7.0
51.9455,51.9188,7.1,7.1
51.9777,52.0134,7.0,7.0
52.0090,52.1084,7.0,7.0
52.0410,52.2031,7.0,7.0
52.0734,52.2977,7.1,7.1
52.1055,52.3924,7.0,7.0
52.1378,52.4870,7.0,7.0
52.1709,52.5813,7.0,7.0
52.2040,52.6757,6.9,6.9
52.2371,52.7700,7.0,7.0
52.2701,52.8644,7.0,7.0
52.3031,52.9588,7.1,7.1
52.3368,53.0529,6.9,6.9
52.3704,53.1471,7.0,7.0
52.4044,53.2411,7.0,7.0
52.4387,53.3350,6.9,6.9
52.4730,53.4289,7.0,7.0
52.5087,53.5223,7.0,7.0
52.5444,53.6157,7.0,7.0
52.5803,53.7090,6.9,6.9
52.6167,53.8021,7.0,7.0
52.6530,53.8953,7.0,7.0
52.6898,53.9883,6.9,6.9
52.7267,54.0812,7.0,7.0
52.7636,54.1741,7.0,7.0
52.8012,54.2668,6.9,6.9
52.8393,54.3592,6.9,6.9
52.8779,54.4514,7.0,7.0
52.9166,54.5436,6.9,6.9
52.9553,54.6358,7.0,7.0
52.9946,54.7277,7.0,7.0
53.0336,54.8198,6.9,6.9
53.0732,54.9116,7.0,7.0
53.1127,55.0035,7.0,7.0
53.1523,55.0952,7.0,7.0
53.1932,55.1865,7.0,7.0
53.2339,55.2778,7.0,7.0
53.2748,55.3690,7.0,7.0
53.3161,55.4601,7.0,7.0
53.3571,55.5513,7.0,7.0
53.3987,55.6422,7.0,7.0
53.4400,55.7333,7.0,7.0
53.4818,55.8241,7.1,7.1
53.5245,55.9145,7.0,7.0
53.5669,56.0050,7.0,7.0
53.6096,56.0954,7.1,7.1
53.6529,56.1856,7.0,7.0
53.6963,56.2756,7.1,7.1
53.7394,56.3658,7.0,7.0
53.7827,56.4559,7.0,7.0
53.8270,56.5456,7.1,7.1
53.8718,56.6350,7.0,7.0
53.9162,56.7246,7.0,7.0
53.9610,56.8139,7.1,7.1
54.0057,56.9034,7.0,7.0
54.0502,56.9929,7.0,7.0
54.0951,57.0822,7.0,7.0
54.1403,57.1714,7.0,7.0
54.1859,57.2604,7.0,7.0
54.2315,57.3494,7.0,7.0
54.2768,57.4385,7.0,7.0
54.3224,57.5275,7.0,7.0
54.3683,57.6163,7.0,7.0
54.4144,57.7050,7.0,7.0
54.4607,57.7936,7.0,7.0
54.5073,57.8821,7.0,7.0
54.5542,57.9704,6.9,6.9
54.6010,58.0588,7.0,7.0
54.6474,58.1473,7.0,7.0
54.6941,58.2357,7.0,7.0
54.7410,58.3240,6.9,6.9
54.7880,58.4122,6.9,6.9
54.8353,58.5004,7.0,7.0
54.8827,58.5884,6.9,6.9
54.9303,58.6763,7.0,7.0
54.9777,58.7643,6.9,6.9
55.0248,58.8525,6.9,6.9
55.0727,58.9403,6.9,6.9
55.1204,59.0281,6.9,6.9
55.1678,59.1162,6.9,6.9
55.2155,59.2041,6.9,6.9
55.2625,59.2923,6.9,6.9
55.3099,59.3803,6.9,6.9
55.3579,59.4680,6.8,6.8
55.4059,59.5557,6.9,6.9
55.4540,59.6434,6.9,6.9
55.5018,59.7312,6.9,6.9
55.5491,59.8193,6.9,6.9
55.5966,59.9073,6.9,6.9
55.6446,59.9949,6.9,6.9
55.6930,60.0825,6.8,6.8
55.7411,60.1701,6.9,6.9
55.7886,60.2581,6.9,6.9
55.8360,60.3461,6.8,6.8
55.8838,60.4339,6.9,6.9
55.9320,60.5216,6.8,6.8
55.9794,60.6096,6.9,6.9
56.0267,60.6976,6.9,6.9
56.0741,60.7857,6.8,6.8
56.1213,60.8738,6.9,6.9
56.1685,60.9620,6.9,6.9
56.2156,61.0501,6.9,6.9
56.2626,61.1384,6.8,6.8
56.3096,61.2266,6.8,6.8
56.3571,61.3146,6.9,6.9
56.4047,61.4026,6.8,6.8
56.4516,61.4909,6.9,6.9
56.4980,61.5794,6.8,6.8
56.5450,61.6677,6.8,6.8
56.5919,61.7560,6.9,6.9
56.6386,61.8443,6.8,6.8
56.6851,61.9329,6.9,6.9
56.7306,62.0219,6.9,6.9
56.7764,62.1108,6.8,6.8
56.8228,62.1993,6.9,6.9
56.8693,62.2879,6.8,6.8
56.9155,62.3765,6.8,6.8
56.9616,62.4652,6.9,6.9
57.0071,62.5543,6.8,6.8
57.0519,62.6436,6.9,6.9
57.0972,62.7328,6.9,6.9
57.1422,62.8220,6.8,6.8
57.1873,62.9113,6.9,6.9
57.2326,63.0004,6.8,6.8
57.2775,63.0898,6.9,6.9
57.3227,63.1789,6.9,6.9
57.3676,63.2683,6.8,6.8
57.4114,63.3581,6.9,6.9
57.4552,63.4480,6.9,6.9
57.4992,63.5378,6.8,6.8
57.5430,63.6277,6.9,6.9
57.5866,63.7176,6.8,6.8
57.6305,63.8075,6.9,6.9
57.6738,63.8976,6.9,6.9
57.7175,63.9875,6.8,6.8
57.7607,64.0777,6.9,6.9
57.8030,64.1683,6.9,6.9
57.8457,64.2587,6.8,6.8
57.8881,64.3492,6.9,6.9
57.9299,64.4400,6.8,6.8
57.9715,64.5310,6.8,6.8
58.0132,64.6218,6.9,6.9
58.0552,64.7126,6.8,6.8
58.0969,64.8034,6.9,6.9
58.1383,64.8944,6.8,6.8
58.1799,64.9854,6.8,6.8
58.2204,65.0768,6.9,6.9
58.2601,65.1685,6.8,6.8
58.2998,65.2603,6.8,6.8
58.3396,65.3520,6.8,6.8
58.3787,65.4440,6.8,6.8
58.4179,65.5360,6.8,6.8
58.4573,65.6279,6.9,6.9
58.4966,65.7198,6.8,6.8
58.5353,65.8120,6.8,6.8
58.5735,65.9044,6.9,6.9
58.6112,65.9970,6.8,6.8
58.6482,66.0899,6.8,6.8
58.6848,66.1829,6.7,6.7
58.7216,66.2759,6.8,6.8
58.7585,66.3688,6.8,6.8
58.7950,66.4619,6.8,6.8
58.8311,66.5551,6.8,6.8
58.8674,66.6483,6.8,6.8
58.9029,66.7418,6.8,6.8
58.9386,66.8352,6.8,6.8
58.9735,66.9289,6.8,6.8
59.0074,67.0229,6.7,6.7
59.0416,67.1169,6.8,6.8
59.0750,67.2111,6.8,6.8
59.1085,67.3053,6.8,6.8
59.1416,67.3996,6.7,6.7
59.1742,67.4942,6.8,6.8
59.2070,67.5886,6.8,6.8
59.2399,67.6830,6.7,6.7
59.2721,67.7777,6.7,6.7
59.3042,67.8724,6.8,6.8
59.3362,67.9671,6.7,6.7
59.3674,68.0621,6.7,6.7
59.3988,68.1570,6.8,6.8
59.4296,68.2521,6.8,6.8
59.4601,68.3473,6.7,6.7
59.4905,68.4426,6.7,6.7
59.5201,68.5381,6.8,6.8
59.5499,68.6335,6.8,6.8
59.5789,68.7292,6.7,6.7
59.6081,68.8248,6.7,6.7
59.6380,68.9202,6.8,6.8
59.6675,69.0158,6.7,6.7
59.6963,69.1115,6.7,6.7
59.7251,69.2073,6.7,6.7
59.7532,69.3032,6.8,6.8
59.7809,69.3993,6.7,6.7
59.8086,69.4954,6.7,6.7
59.8353,69.5917,6.7,6.7
59.8620,69.6880,6.6,6.6
59.8887,69.7844,6.7,6.7
59.9154,69.8807,6.7,6.7
59.9417,69.9772,6.6,6.6
59.9671,70.0739,6.6,6.6
59.9925,70.1706,6.7,6.7
60.0180,70.2673,6.7,6.7
60.0427,70.3642,6.6,6.6
60.0669,70.4612,6.6,6.6
60.0912,70.5582,6.6,6.6
60.1153,70.6552,6.7,6.7
60.1394,70.7522,6.6,6.6
60.1626,70.8495,6.6,6.6
60.1855,70.9468,6.6,6.6
60.2080,71.0442,6.6,6.6
60.2296,71.1418,6.6,6.6
60.2513,71.2394,6.6,6.6
60.2719,71.3373,6.6,6.6
60.2930,71.4350,6.6,6.6
60.3140,71.5328,6.6,6.6
60.3341,71.6307,6.5,6.5
60.3541,71.7286,6.6,6.6
60.3731,71.8268,6.6,6.6
60.3921,71.9250,6.6,6.6
60.4101,72.0233,6.6,6.6
60.4282,72.1217,6.5,6.5
60.4466,72.2199,6.5,6.5
60.4639,72.3184,6.6,6.6
60.4812,72.4169,6.6,6.6
60.4975,72.5155,6.6,6.6
60.5135,72.6142,6.5,6.5
60.5289,72.7130,6.5,6.5
60.5439,72.8118,6.5,6.5
60.5596,72.9106,6.5,6.5
60.5741,73.0095,6.5,6.5
60.5885,73.1084,6.6,6.6
60.6022,73.2075,6.5,6.5
60.6152,73.3066,6.5,6.5
60.6283,73.4057,6.5,6.5
60.6412,73.5049,6.5,6.5
60.6540,73.6040,6.5,6.5
60.6658,73.7033,6.4,6.4
60.6774,73.8026,6.4,6.4
60.6885,73.9020,6.4,6.4
60.6984,74.0015,6.5,6.5
60.7078,74.1010,6.5,6.5
60.7180,74.2005,6.5,6.5
60.7272,74.3000,6.5,6.5
60.7352,74.3997,6.4,6.4
60.7431,74.4994,6.4,6.4
60.7503,74.5991,6.4,6.4
60.7570,74.6989,6.4,6.4
60.7645,74.7986,6.4,6.4
60.7708,74.8983,6.4,6.4
60.7779,74.9981,6.4,6.4
60.7844,75.0978,6.4,6.4
60.7903,75.1976,6.4,6.4
60.7959,75.2975,6.4,6.4
60.8005,75.3973,6.3,6.3
60.8052,75.4972,6.3,6.3
60.8096,75.5971,6.3,6.3
60.8141,75.6970,6.4,6.4
60.8177,75.7969,6.4,6.4
60.8206,75.8968,6.4,6.4
60.8235,75.9968,6.4,6.4
60.8263,76.0967,6.4,6.4
60.8289,76.1967,6.4,6.4
60.8305,76.2966,6.4,6.4
60.8318,76.3966,6.4,6.4
60.8329,76.4966,6.4,6.4
60.8339,76.5966,6.4,6.4
60.8346,76.6965,6.4,6.4
60.8351,76.7965,6.4,6.4
60.8353,76.8965,6.4,6.4
60.8354,76.9965,6.4,6.4
60.8353,77.0965,6.4,6.4
60.8349,77.1964,6.4,6.4
60.8345,77.2964,6.4,6.4
60.8336,77.3964,6.4,6.4
60.8315,77.4964,6.4,6.4
60.8300,77.5963,6.4,6.4
60.8284,77.6963,6.4,6.4
60.8266,77.7963,6.4,6.4
60.8239,77.8962,6.4,6.4
60.8203,77.9961,6.4,6.4
60.8173,78.0961,6.4,6.4
60.8140,78.1960,6.4,6.4
60.8101,78.2959,6.3,6.3
60.8065,78.3958,6.3,6.3
60.8030,78.4957,6.3,6.3
60.7988,78.5956,6.3,6.3
60.7942,78.6955,6.3,6.3
60.7901,78.7954,6.3,6.3
60.7856,78.8953,6.3,6.3
60.7804,78.9951,6.3,6.3
60.7747,79.0949,6.3,6.3
60.7683,79.1947,6.4,6.4
60.7614,79.2945,6.4,6.4
60.7548,79.3942,6.4,6.4
60.7476,79.4940,6.4,6.4
60.7397,79.5936,6.4,6.4
60.7309,79.6932,6.4,6.4
60.7220,79.7928,6.4,6.4
60.7131,79.8924,6.5,6.5
60.7033,79.9919,6.5,6.5
60.6929,80.0913,6.4,6.4
60.6818,80.1907,6.4,6.4
60.6697,80.2899,6.4,6.4
60.6573,80.3891,6.4,6.4
60.6449,80.4883,6.5,6.5
60.6316,80.5874,6.5,6.5
60.6175,80.6864,6.5,6.5
60.6027,80.7853,6.5,6.5
60.5872,80.8841,6.5,6.5
60.5707,80.9827,6.4,6.4
60.5535,81.0812,6.5,6.5
60.5365,81.1797,6.5,6.5
60.5186,81.2781,6.5,6.5
60.4999,81.3763,6.5,6.5
60.4805,81.4744,6.6,6.6
60.4601,81.5723,6.6,6.6
60.4389,81.6700,6.5,6.5
60.4169,81.7675,6.6,6.6
60.3941,81.8648,6.6,6.6
60.3709,81.9621,6.6,6.6
60.3474,82.0593,6.6,6.6
60.3232,82.1563,6.6,6.6
60.2979,82.2530,6.6,6.6
60.2720,82.3496,6.6,6.6
60.2452,82.4459,6.7,6.7
60.2174,82.5420,6.6,6.6
60.1890,82.6378,6.7,6.7
60.1597,82.7334,6.7,6.7
60.1293,82.8287,6.8,6.8
60.0987,82.9238,6.7,6.7
60.0679,83.0189,6.7,6.7
60.0361,83.1137,6.8,6.8
60.0035,83.2083,6.8,6.8
59.9702,83.3025,6.8,6.8
59.9358,83.3964,6.8,6.8
59.9009,83.4901,6.8,6.8
59.8651,83.5835,6.8,6.8
59.8287,83.6766,6.8,6.8
59.7915,83.7694,6.9,6.9
59.7536,83.8619,6.9,6.9
59.7154,83.9543,6.8,6.8
59.6766,84.0464,6.9,6.9
59.6370,84.1383,6.9,6.9
59.5968,84.2298,6.8,6.8
59.5559,84.3210,6.9,6.9
59.5142,84.4119,6.9,6.9
59.4719,84.5025,6.9,6.9
59.4289,84.5927,6.9,6.9
59.3849,84.6825,6.9,6.9
