# x_m, y_m, w_tr_right_m, w_tr_left_m
22.9211,26.8999,6.8,6.8
22.9402,26.8017,6.8,6.8
22.9600,26.7037,6.8,6.8
22.9809,26.6060,6.9,6.9
23.0020,26.5082,6.9,6.9
23.0235,26.4106,6.9,6.9
23.0455,26.3131,6.8,6.8
23.0677,26.2156,6.9,6.9
23.0903,26.1182,6.9,6.9
23.1133,26.0209,6.9,6.9
23.1367,25.9237,6.9,6.9
23.1606,25.8266,6.8,6.8
23.1850,25.7296,6.9,6.9
23.2098,25.6328,6.9,6.9
23.2348,25.5360,6.9,6.9
23.2604,25.4393,7.0,7.0
23.2866,25.3428,6.9,6.9
23.3129,25.2464,6.9,6.9
23.3402,25.1502,6.9,6.9
23.3686,25.0543,7.0,7.0
23.3975,24.9586,6.9,6.9
23.4268,24.8630,6.9,6.9
23.4566,24.7676,6.9,6.9
23.4870,24.6723,7.0,7.0
23.5179,24.5773,6.9,6.9
23.5493,24.4823,6.9,6.9
23.5812,24.3876,6.9,6.9
23.6137,24.2930,7.0,7.0
23.6468,24.1987,6.9,6.9
23.6802,24.1044,7.0,7.0
23.7144,24.0105,7.0,7.0
23.7487,23.9166,6.9,6.9
23.7841,23.8231,6.9,6.9
23.8207,23.7300,7.0,7.0
23.8575,23.6370,7.0,7.0
23.8950,23.5444,7.0,7.0
23.9330,23.4519,7.0,7.0
23.9715,23.3596,7.0,7.0
24.0107,23.2676,7.0,7.0
24.0506,23.1760,7.0,7.0
24.0909,23.0845,7.1,7.1
24.1317,22.9932,7.0,7.0
24.1732,22.9022,7.0,7.0
24.2151,22.8114,7.1,7.1
24.2576,22.7210,7.0,7.0
24.3006,22.6307,7.0,7.0
24.3441,22.5407,7.0,7.0
24.3886,22.4511,7.0,7.0
24.4339,22.3620,7.1,7.1
24.4797,22.2731,7.0,7.0
24.5259,22.1845,7.0,7.0
24.5729,22.0962,7.0,7.0
24.6203,22.0082,7.0,7.0
24.6682,21.9204,7.0,7.0
24.7168,21.8331,7.0,7.0
24.7659,21.7459,7.1,7.1
24.8153,21.6590,7.0,7.0
24.8651,21.5724,7.0,7.0
24.9157,21.4861,7.1,7.1
24.9672,21.4004,7.0,7.0
25.0195,21.3152,7.1,7.1
25.0723,21.2303,7.0,7.0
25.1255,21.1457,7.1,7.1
25.1794,21.0615,7.0,7.0
25.2339,20.9776,7.0,7.0
25.2887,20.8940,7.0,7.0
25.3439,20.8106,7.1,7.1
25.3997,20.7277,7.1,7.1
25.4561,20.6451,7.1,7.1
25.5128,20.5627,7.1,7.1
25.5706,20.4812,7.1,7.1
25.6292,20.4002,7.1,7.1
25.6881,20.3193,7.1,7.1
25.7472,20.2387,7.2,7.2
25.8071,20.1586,7.1,7.1
25.8675,20.0790,7.1,7.1
25.9282,19.9996,7.1,7.1
25.9892,19.9204,7.0,7.0
26.0509,19.8416,7.1,7.1
26.1131,19.7634,7.1,7.1
26.1756,19.6853,7.1,7.1
26.2390,19.6080,7.1,7.1
26.3032,19.5314,7.2,7.2
26.3677,19.4550,7.1,7.1
26.4327,19.3791,7.2,7.2
26.4985,19.3038,7.1,7.1
26.5649,19.2290,7.1,7.1
26.6316,19.1545,7.1,7.1
26.6986,19.0803,7.0,7.0
26.7660,19.0065,7.1,7.1
26.8341,18.9333,7.1,7.1
26.9026,18.8604,7.1,7.1
26.9713,18.7877,7.1,7.1
27.0403,18.7154,7.2,7.2
27.1099,18.6437,7.1,7.1
27.1802,18.5726,7.1,7.1
27.2510,18.5019,7.1,7.1
27.3220,18.4316,7.1,7.1
27.3936,18.3618,7.2,7.2
27.4657,18.2925,7.1,7.1
27.5380,18.2235,7.1,7.1
27.6109,18.1550,7.1,7.1
27.6844,18.0872,7.1,7.1
27.7584,18.0200,7.0,7.0
27.8327,17.9531,7.1,7.1
27.9071,17.8863,7.1,7.1
27.9820,17.8200,7.1,7.1
28.0574,17.7544,7.2,7.2
28.1331,17.6891,7.1,7.1
28.2091,17.6241,7.2,7.2
28.2856,17.5598,7.1,7.1
28.3627,17.4962,7.1,7.1
28.4401,17.4329,7.1,7.1
28.5178,17.3699,7.1,7.1
28.5960,17.3076,7.0,7.0
28.6744,17.2456,7.1,7.1
28.7531,17.1839,7.1,7.1
28.8324,17.1230,7.1,7.1
28.9120,17.0625,7.2,7.2
28.9916,17.0021,7.1,7.1
29.0716,16.9420,7.1,7.1
29.1519,16.8825,7.1,7.1
29.2328,16.8237,7.1,7.1
29.3141,16.7655,7.1,7.1
29.3958,16.7079,7.2,7.2
29.4777,16.6505,7.1,7.1
29.5599,16.5936,7.1,7.1
29.6426,16.5375,7.1,7.1
29.7255,16.4815,7.0,7.0
29.8086,16.4259,7.1,7.1
29.8921,16.3710,7.0,7.0
29.9761,16.3168,7.1,7.1
30.0604,16.2629,7.0,7.0
30.1447,16.2092,7.1,7.1
30.2292,16.1558,7.1,7.1
30.3141,16.1029,7.1,7.1
30.3991,16.0504,7.0,7.0
30.4844,15.9981,7.1,7.1
30.5703,15.9470,7.1,7.1
30.6565,15.8963,7.0,7.0
30.7427,15.8457,7.0,7.0
30.8291,15.7954,7.0,7.0
30.9158,15.7456,7.1,7.1
31.0028,15.6964,7.0,7.0
31.0903,15.6479,7.1,7.1
31.1778,15.5995,7.1,7.1
31.2655,15.5515,7.0,7.0
31.3535,15.5042,7.0,7.0
31.4420,15.4575,7.0,7.0
31.5307,15.4114,7.1,7.1
31.6194,15.3654,7.0,7.0
31.7084,15.3198,7.0,7.0
31.7980,15.2754,7.0,7.0
31.8876,15.2311,7.0,7.0
31.9773,15.1869,7.0,7.0
32.0671,15.1429,7.0,7.0
32.1572,15.0995,7.0,7.0
32.2472,15.0561,7.0,7.0
32.3376,15.0134,7.0,7.0
32.4285,14.9716,7.0,7.0
32.5193,14.9298,7.0,7.0
32.6103,14.8884,7.0,7.0
32.7014,14.8473,7.0,7.0
32.7926,14.8063,7.0,7.0
32.8840,14.7657,7.0,7.0
32.9757,14.7258,6.9,6.9
33.0676,14.6864,7.0,7.0
33.1596,14.6473,7.0,7.0
33.2517,14.6083,6.9,6.9
33.3438,14.5696,7.0,7.0
33.4362,14.5314,6.9,6.9
33.5289,14.4939,6.9,6.9
33.6217,14.4566,7.0,7.0
33.7146,14.4197,6.9,6.9
33.8076,14.3829,6.9,6.9
33.9007,14.3467,6.9,6.9
33.9942,14.3111,6.9,6.9
34.0877,14.2757,6.9,6.9
34.1813,14.2407,6.9,6.9
34.2750,14.2057,6.9,6.9
34.3687,14.1708,6.9,6.9
34.4628,14.1369,6.9,6.9
34.5569,14.1033,6.9,6.9
34.6511,14.0696,6.9,6.9
34.7452,14.0360,6.9,6.9
34.8394,14.0026,6.9,6.9
34.9337,13.9693,6.9,6.9
35.0283,13.9368,6.9,6.9
35.1230,13.9048,6.8,6.8
35.2177,13.8727,6.9,6.9
35.3124,13.8408,6.9,6.9
35.4072,13.8090,6.9,6.9
35.5020,13.7772,6.8,6.8
35.5967,13.7452,6.9,6.9
35.6916,13.7136,6.9,6.9
35.7867,13.6828,6.8,6.8
35.8818,13.6519,6.8,6.8
35.9769,13.6210,6.9,6.9
36.0720,13.5901,6.9,6.9
36.1671,13.5594,6.8,6.8
36.2626,13.5296,6.8,6.8
36.3582,13.5005,6.9,6.9
36.4539,13.4714,6.9,6.9
36.5495,13.4423,6.8,6.8
36.6451,13.4130,6.8,6.8
36.7408,13.3839,6.9,6.9
36.8366,13.3555,6.9,6.9
36.9325,13.3269,6.8,6.8
37.0282,13.2981,6.8,6.8
37.1240,13.2697,6.9,6.9
37.2200,13.2417,6.8,6.8
37.3159,13.2135,6.8,6.8
37.4121,13.1860,6.8,6.8
37.5082,13.1584,6.9,6.9
37.6042,13.1305,6.8,6.8
37.7002,13.1026,6.8,6.8
37.7964,13.0754,6.8,6.8
37.8928,13.0488,6.9,6.9
37.9890,13.0218,6.8,6.8
38.0854,12.9951,6.8,6.8
38.1818,12.9687,6.8,6.8
38.2782,12.9419,6.8,6.8
38.3744,12.9149,6.9,6.9
38.4708,12.8883,6.8,6.8
38.5674,12.8624,6.8,6.8
38.6639,12.8364,6.8,6.8
38.7604,12.8103,6.8,6.8
38.8570,12.7846,6.8,6.8
38.9536,12.7586,6.8,6.8
39.0500,12.7320,6.8,6.8
39.1466,12.7064,6.8,6.8
39.2434,12.6813,6.8,6.8
39.3401,12.6558,6.8,6.8
39.4369,12.6308,6.8,6.8
39.5336,12.6054,6.8,6.8
39.6304,12.5803,6.9,6.9
39.7271,12.5552,6.8,6.8
39.8238,12.5298,6.8,6.8
39.9207,12.5050,6.8,6.8
40.0177,12.4806,6.8,6.8
40.1145,12.4557,6.9,6.9
40.2114,12.4311,6.8,6.8
40.3083,12.4064,6.8,6.8
40.4051,12.3814,6.8,6.8
40.5020,12.3569,6.8,6.8
40.5988,12.3318,6.9,6.9
40.6958,12.3076,6.9,6.9
40.7930,12.2843,6.8,6.8
40.8902,12.2607,6.8,6.8
40.9873,12.2369,6.8,6.8
41.0845,12.2135,6.9,6.9
41.1816,12.1896,6.9,6.9
41.2787,12.1658,6.8,6.8
41.3759,12.1425,6.8,6.8
41.4732,12.1194,6.8,6.8
41.5705,12.0966,6.9,6.9
41.6680,12.0742,6.9,6.9
41.7653,12.0513,6.9,6.9
41.8627,12.0286,6.8,6.8
41.9600,12.0058,6.8,6.8
42.0573,11.9828,6.9,6.9
42.1549,11.9610,6.9,6.9
42.2523,11.9387,6.9,6.9
42.3498,11.9163,6.8,6.8
42.4474,11.8946,6.8,6.8
42.5449,11.8726,6.9,6.9
42.6424,11.8503,6.9,6.9
42.7401,11.8293,6.9,6.9
42.8378,11.8077,6.9,6.9
42.9354,11.7861,6.8,6.8
43.0331,11.7649,6.8,6.8
43.1308,11.7437,6.9,6.9
43.2284,11.7219,6.9,6.9
43.3260,11.7004,6.9,6.9
43.4239,11.6802,6.9,6.9
43.5218,11.6597,6.8,6.8
43.6196,11.6390,6.8,6.8
43.7174,11.6183,6.9,6.9
43.8151,11.5971,6.9,6.9
43.9129,11.5763,6.9,6.9
44.0106,11.5549,6.9,6.9
44.1082,11.5333,6.9,6.9
44.2060,11.5125,6.9,6.9
44.3040,11.4926,6.9,6.9
44.4020,11.4728,6.9,6.9
44.4999,11.4523,6.9,6.9
44.5977,11.4319,6.9,6.9
44.6957,11.4120,6.9,6.9
44.7936,11.3917,6.9,6.9
44.8915,11.3712,6.9,6.9
44.9896,11.3519,6.9,6.9
45.0877,11.3328,6.9,6.9
45.1857,11.3130,6.9,6.9
45.2837,11.2931,6.9,6.9
45.3818,11.2737,6.9,6.9
45.4798,11.2542,6.9,6.9
45.5778,11.2340,6.9,6.9
45.6759,11.2150,6.9,6.9
45.7741,11.1964,6.9,6.9
45.8723,11.1772,6.9,6.9
45.9703,11.1577,7.0,7.0
46.0685,11.1386,6.9,6.9
46.1666,11.1196,6.9,6.9
46.2646,11.0998,6.9,6.9
46.3628,11.0808,6.9,6.9
46.4611,11.0624,6.9,6.9
46.5594,11.0441,7.0,7.0
46.6576,11.0258,7.0,7.0
46.7558,11.0068,7.0,7.0
46.8540,10.9880,6.9,6.9
46.9522,10.9692,6.9,6.9
47.0506,10.9514,6.9,6.9
47.1490,10.9339,6.9,6.9
47.2473,10.9156,7.0,7.0
47.3457,10.8976,7.0,7.0
47.4441,10.8799,6.9,6.9
47.5424,10.8615,6.9,6.9
47.6406,10.8428,6.9,6.9
47.7389,10.8249,6.9,6.9
47.8374,10.8076,7.0,7.0
47.9357,10.7895,7.0,7.0
48.0341,10.7715,7.0,7.0
48.1325,10.7537,6.9,6.9
48.2309,10.7360,6.9,6.9
48.3293,10.7184,6.9,6.9
48.4278,10.7011,6.9,6.9
48.5262,10.6838,7.0,7.0
48.6247,10.6667,7.0,7.0
48.7232,10.6496,7.0,7.0
48.8218,10.6328,6.9,6.9
48.9203,10.6157,6.9,6.9
49.0187,10.5981,6.9,6.9
49.1172,10.5806,6.9,6.9
49.2157,10.5634,7.0,7.0
49.3142,10.5462,7.0,7.0
49.4127,10.5291,7.0,7.0
49.5112,10.5122,6.9,6.9
49.6097,10.4952,6.9,6.9
49.7081,10.4774,6.9,6.9
49.8065,10.4598,6.9,6.9
49.9050,10.4423,7.0,7.0
50.0034,10.4248,7.0,7.0
50.1019,10.4076,7.0,7.0
50.2004,10.3904,6.9,6.9
50.2987,10.3724,6.9,6.9
50.3971,10.3544,6.9,6.9
50.4956,10.3375,7.0,7.0
50.5942,10.3209,7.0,7.0
50.6929,10.3045,7.0,7.0
50.7915,10.2880,7.0,7.0
50.8899,10.2707,7.0,7.0
50.9885,10.2537,6.9,6.9
51.0870,10.2366,6.9,6.9
51.1856,10.2204,7.0,7.0
51.2843,10.2044,7.0,7.0
51.3829,10.1877,7.0,7.0
51.4815,10.1712,7.0,7.0
51.5801,10.1547,7.0,7.0
51.6788,10.1386,6.9,6.9
51.7774,10.1218,6.9,6.9
51.8759,10.1047,6.9,6.9
51.9744,10.0878,7.0,7.0
52.0730,10.0710,7.0,7.0
52.1716,10.0544,7.0,7.0
52.2701,10.0372,7.0,7.0
52.3685,10.0196,6.9,6.9
52.4670,10.0028,6.9,6.9
52.5657,9.9867,6.9,6.9
52.6644,9.9706,7.0,7.0
52.7631,9.9548,7.0,7.0
52.8617,9.9382,7.0,7.0
52.9603,9.9214,7.0,7.0
53.0589,9.9048,6.9,6.9
53.1575,9.8884,6.9,6.9
53.2561,9.8721,6.9,6.9
53.3548,9.8559,7.0,7.0
53.4535,9.8400,7.0,7.0
53.5521,9.8235,7.0,7.0
53.6508,9.8072,7.0,7.0
53.7495,9.7917,7.0,7.0
53.8483,9.7763,6.9,6.9
53.9471,9.7609,6.9,6.9
54.0460,9.7459,7.0,7.0
54.1447,9.7302,7.0,7.0
54.2434,9.7143,7.0,7.0
54.3421,9.6985,7.0,7.0
54.4409,9.6830,7.0,7.0
54.5397,9.6676,7.0,7.0
54.6384,9.6516,6.9,6.9
54.7370,9.6353,6.9,6.9
54.8358,9.6198,7.0,7.0
54.9347,9.6050,7.0,7.0
55.0336,9.5903,7.0,7.0
55.1325,9.5757,7.0,7.0
55.2313,9.5604,7.0,7.0
55.3301,9.5449,6.9,6.9
55.4289,9.5297,6.9,6.9
55.5277,9.5147,6.9,6.9
55.6266,9.4997,7.0,7.0
55.7253,9.4839,7.0,7.0
55.8241,9.4682,7.0,7.0
55.9228,9.4527,7.0,7.0
56.0216,9.4372,6.9,6.9
56.1205,9.4223,6.9,6.9
56.2195,9.4083,6.9,6.9
56.3185,9.3943,7.0,7.0
56.4173,9.3795,7.0,7.0
56.5162,9.3647,7.0,7.0
56.6151,9.3501,7.0,7.0
56.7140,9.3355,6.9,6.9
56.8130,9.3212,6.9,6.9
56.9120,9.3070,6.9,6.9
57.0108,9.2920,6.9,6.9
57.1097,9.2770,6.9,6.9
57.2086,9.2623,7.0,7.0
57.3074,9.2475,7.0,7.0
57.4064,9.2332,6.9,6.9
57.5055,9.2199,6.9,6.9
57.6046,9.2066,6.9,6.9
57.7037,9.1936,6.9,6.9
57.8028,9.1801,6.9,6.9
57.9018,9.1661,6.9,6.9
58.0008,9.1524,7.0,7.0
58.0999,9.1389,7.0,7.0
58.1990,9.1255,7.0,7.0
58.2980,9.1122,6.9,6.9
58.3972,9.0992,6.9,6.9
58.4963,9.0859,6.9,6.9
58.5953,9.0720,6.9,6.9
58.6944,9.0585,6.9,6.9
58.7936,9.0461,6.9,6.9
58.8928,9.0338,7.0,7.0
58.9920,9.0215,6.9,6.9
59.0913,9.0096,6.9,6.9
59.1905,8.9974,6.9,6.9
59.2897,8.9845,6.9,6.9
59.3887,8.9709,6.9,6.9
59.4878,8.9575,6.9,6.9
59.5869,8.9444,6.9,6.9
59.6860,8.9314,6.9,6.9
59.7852,8.9188,6.9,6.9
59.8844,8.9062,6.9,6.9
59.9835,8.8929,6.9,6.9
60.0826,8.8798,6.9,6.9
60.1818,8.8671,6.9,6.9
60.2810,8.8544,6.9,6.9
60.3802,8.8422,6.9,6.9
60.4794,8.8297,6.9,6.9
60.5784,8.8158,6.8,6.8
60.6775,8.8022,6.9,6.9
60.7766,8.7890,6.9,6.9
60.8757,8.7760,6.9,6.9
60.9749,8.7633,6.9,6.9
61.0741,8.7510,6.9,6.9
61.1733,8.7388,6.9,6.9
61.2725,8.7260,6.9,6.9
61.3717,8.7136,6.9,6.9
61.4708,8.7007,6.8,6.8
61.5700,8.6878,6.8,6.8
61.6692,8.6754,6.9,6.9
61.7684,8.6632,6.9,6.9
61.8677,8.6515,6.9,6.9
61.9671,8.6402,6.9,6.9
62.0664,8.6285,6.9,6.9
62.1656,8.6167,6.9,6.9
62.2650,8.6055,6.9,6.9
62.3644,8.5944,6.8,6.8
62.4637,8.5828,6.8,6.8
62.5630,8.5717,6.8,6.8
62.6625,8.5611,6.9,6.9
62.7618,8.5502,6.9,6.9
62.8612,8.5393,6.9,6.9
62.9607,8.5289,6.9,6.9
63.0601,8.5188,6.9,6.9
63.1597,8.5092,6.9,6.9
63.2591,8.4992,6.9,6.9
63.3586,8.4895,6.8,6.8
63.4581,8.4798,6.8,6.8
63.5576,8.4699,6.8,6.8
63.6572,8.4605,6.8,6.8
63.7568,8.4516,6.8,6.8
63.8564,8.4432,6.9,6.9
63.9560,8.4344,6.9,6.9
64.0556,8.4260,6.9,6.9
64.1552,8.4176,6.9,6.9
64.2549,8.4090,6.9,6.9
64.3545,8.4010,6.8,6.8
64.4542,8.3935,6.8,6.8
64.5539,8.3865,6.8,6.8
64.6537,8.3792,6.8,6.8
64.7534,8.3722,6.8,6.8
64.8532,8.3655,6.8,6.8
64.9529,8.3584,6.8,6.8
65.0527,8.3519,6.8,6.8
65.1525,8.3459,6.8,6.8
65.2523,8.3405,6.8,6.8
65.3521,8.3350,6.7,6.7
65.4520,8.3295,6.9,6.9
65.5518,8.3245,6.9,6.9
65.6516,8.3191,6.8,6.8
65.7515,8.3143,6.8,6.8
65.8514,8.3101,6.8,6.8
65.9513,8.3057,6.8,6.8
66.0512,8.3013,6.8,6.8
66.1511,8.2978,6.8,6.8
66.2510,8.2946,6.8,6.8
66.3509,8.2910,6.8,6.8
66.4509,8.2881,6.8,6.8
66.5508,8.2849,6.8,6.8
66.6507,8.2819,6.8,6.8
66.7507,8.2796,6.8,6.8
66.8507,8.2777,6.8,6.8
66.9506,8.2755,6.8,6.8
67.0506,8.2740,6.8,6.8
67.1506,8.2722,6.8,6.8
67.2505,8.2709,6.8,6.8
67.3505,8.2697,6.8,6.8
67.4505,8.2684,6.8,6.8
67.5505,8.2678,6.8,6.8
67.6504,8.2668,6.8,6.8
67.7504,8.2667,6.8,6.8
67.8504,8.2663,6.8,6.8
67.9504,8.2665,6.8,6.8
68.0504,8.2670,6.8,6.8
68.1503,8.2676,6.8,6.8
68.2503,8.2689,6.8,6.8
68.3503,8.2691,6.8,6.8
68.4503,8.2692,6.8,6.8
68.5503,8.2693,6.8,6.8
68.6502,8.2694,6.8,6.8
68.7502,8.2696,6.8,6.8
68.8502,8.2698,6.8,6.8
68.9502,8.2702,6.8,6.8
69.0502,8.2698,6.8,6.8
69.1501,8.2694,6.8,6.8
69.2501,8.2692,6.8,6.8
69.3501,8.2693,6.8,6.8
69.4501,8.2696,6.8,6.8
69.5501,8.2701,6.8,6.8
69.6500,8.2710,6.8,6.8
69.7500,8.2721,6.8,6.8
69.8500,8.2737,6.8,6.8
69.9500,8.2756,6.8,6.8
70.0499,8.2780,6.9,6.9
70.1498,8.2807,6.9,6.9
70.2498,8.2841,6.9,6.9
70.3497,8.2872,6.9,6.9
70.4496,8.2903,6.9,6.9
70.5496,8.2941,6.9,6.9
70.6494,8.2983,6.9,6.9
70.7493,8.3031,6.9,6.9
70.8492,8.3084,6.9,6.9
70.9490,8.3143,6.9,6.9
71.0487,8.3208,6.9,6.9
71.1485,8.3279,7.0,7.0
71.2481,8.3357,6.9,6.9
71.3478,8.3441,6.9,6.9
71.4473,8.3533,6.9,6.9
71.5468,8.3630,6.9,6.9
71.6464,8.3725,6.9,6.9
71.7458,8.3828,7.0,7.0
71.8452,8.3939,7.0,7.0
71.9445,8.4057,7.0,7.0
72.0437,8.4182,7.0,7.0
72.1428,8.4314,7.0,7.0
72.2417,8.4456,7.1,7.1
72.3406,8.4606,7.0,7.0
72.4393,8.4764,7.0,7.0
72.5379,8.4930,7.1,7.1
72.6363,8.5104,7.1,7.1
72.7346,8.5290,7.1,7.1
72.8328,8.5478,7.1,7.1
72.9309,8.5670,7.2,7.2
73.0288,8.5873,7.1,7.1
73.1265,8.6084,7.1,7.1
73.2240,8.6306,7.2,7.2
73.3213,8.6538,7.2,7.2
73.4183,8.6779,7.2,7.2
73.5151,8.7030,7.1,7.1
73.6116,8.7290,7.2,7.2
73.7078,8.7563,7.2,7.2
73.8037,8.7847,7.3,7.3
73.8993,8.8140,7.1,7.1
73.9945,8.8444,7.2,7.2
74.0895,8.8757,7.2,7.2
74.1843,8.9075,7.3,7.3
74.2787,8.9404,7.2,7.2
74.3727,8.9744,7.2,7.2
74.4663,9.0095,7.3,7.3
74.5596,9.0455,7.2,7.2
74.6524,9.0828,7.3,7.3
74.7446,9.1215,7.3,7.3
74.8363,9.1612,7.2,7.2
74.9276,9.2020,7.3,7.3
75.0183,9.2440,7.4,7.4
75.1086,9.2869,7.3,7.3
75.1985,9.3307,7.3,7.3
75.2878,9.3756,7.4,7.4
75.3770,9.4209,7.3,7.3
75.4655,9.4673,7.4,7.4
75.5536,9.5146,7.3,7.3
75.6412,9.5629,7.4,7.4
75.7281,9.6123,7.4,7.4
75.8143,9.6629,7.4,7.4
75.8998,9.7147,7.4,7.4
75.9846,9.7676,7.4,7.4
76.0690,9.8213,7.5,7.5
76.1526,9.8761,7.4,7.4
76.2355,9.9321,7.5,7.5
76.3174,9.9894,7.4,7.4
76.3987,10.0476,7.5,7.5
76.4799,10.1059,7.4,7.4
76.5602,10.1655,7.5,7.5
76.6397,10.2262,7.5,7.5
76.7181,10.2882,7.5,7.5
76.7959,10.3509,7.5,7.5
76.8728,10.4148,7.6,7.6
76.9483,10.4804,7.5,7.5
77.0228,10.5471,7.6,7.6
77.0962,10.6150,7.5,7.5
77.1689,10.6836,7.6,7.6
77.2406,10.7532,7.6,7.6
77.3111,10.8242,7.5,7.5
77.3807,10.8960,7.6,7.6
77.4494,10.9686,7.5,7.5
77.5169,11.0423,7.6,7.6
77.5832,11.1172,7.6,7.6
77.6482,11.1932,7.5,7.5
77.7119,11.2702,7.6,7.6
77.7744,11.3483,7.6,7.6
77.8355,11.4274,7.6,7.6
77.8953,11.5075,7.6,7.6
77.9544,11.5882,7.6,7.6
78.0120,11.6699,7.5,7.5
78.0681,11.7526,7.6,7.6
78.1228,11.8364,7.6,7.6
78.1765,11.9207,7.6,7.6
78.2289,12.0059,7.5,7.5
78.2793,12.0922,7.5,7.5
78.3284,12.1793,7.6,7.6
78.3767,12.2668,7.5,7.5
78.4235,12.3552,7.6,7.6
78.4686,12.4444,7.6,7.6
78.5127,12.5342,7.5,7.5
78.5557,12.6244,7.5,7.5
78.5970,12.7155,7.5,7.5
78.6368,12.8072,7.6,7.6
78.6755,12.8994,7.5,7.5
78.7127,12.9922,7.5,7.5
78.7481,13.0857,7.4,7.4
78.7825,13.1796,7.5,7.5
78.8158,13.2738,7.5,7.5
78.8475,13.3687,7.5,7.5
78.8776,13.4640,7.5,7.5
78.9070,13.5596,7.5,7.5
78.9348,13.6556,7.4,7.4
78.9608,13.7522,7.4,7.4
78.9856,13.8490,7.4,7.4
79.0096,13.9461,7.5,7.5
79.0321,14.0435,7.4,7.4
79.0529,14.1413,7.4,7.4
79.0728,14.2393,7.4,7.4
79.0921,14.3374,7.4,7.4
79.1102,14.4357,7.4,7.4
79.1268,14.5343,7.4,7.4
79.1427,14.6330,7.4,7.4
79.1580,14.7318,7.4,7.4
79.1719,14.8308,7.3,7.3
79.1846,14.9300,7.3,7.3
79.1967,15.0292,7.3,7.3
79.2078,15.1286,7.3,7.3
79.2183,15.2280,7.3,7.3
79.2280,15.3275,7.4,7.4
79.2369,15.4271,7.4,7.4
79.2450,15.5268,7.4,7.4
79.2523,15.6265,7.4,7.4
79.2589,15.7262,7.3,7.3
79.2646,15.8261,7.3,7.3
79.2695,15.9259,7.3,7.3
79.2735,16.0258,7.3,7.3
79.2767,16.1258,7.3,7.3
79.2791,16.2257,7.3,7.3
79.2807,16.3257,7.3,7.3
79.2814,16.4257,7.3,7.3
79.2813,16.5256,7.3,7.3
79.2804,16.6256,7.3,7.3
79.2786,16.7256,7.3,7.3
79.2760,16.8255,7.3,7.3
79.2725,16.9255,7.3,7.3
79.2682,17.0253,7.3,7.3
79.2631,17.1252,7.3,7.3
79.2571,17.2250,7.3,7.3
79.2503,17.3247,7.3,7.3
79.2428,17.4244,7.3,7.3
79.2344,17.5241,7.3,7.3
79.2251,17.6236,7.2,7.2
79.2150,17.7231,7.2,7.2
79.2041,17.8225,7.2,7.2
79.1923,17.9218,7.2,7.2
79.1798,18.0210,7.2,7.2
79.1666,18.1201,7.2,7.2
79.1526,18.2191,7.2,7.2
79.1378,18.3179,7.2,7.2
79.1222,18.4167,7.3,7.3
79.1059,18.5153,7.2,7.2
79.0889,18.6139,7.2,7.2
79.0710,18.7122,7.2,7.2
79.0525,18.8105,7.2,7.2
79.0332,18.9086,7.2,7.2
79.0131,19.0065,7.2,7.2
78.9925,19.1044,7.3,7.3
78.9713,19.2021,7.2,7.2
78.9496,19.2997,7.2,7.2
78.9271,19.3971,7.2,7.2
78.9042,19.4944,7.2,7.2
78.8808,19.5916,7.3,7.3
78.8562,19.6885,7.2,7.2
78.8308,19.7852,7.2,7.2
78.8049,19.8818,7.2,7.2
78.7776,19.9780,7.3,7.3
78.7490,20.0738,7.2,7.2
78.7199,20.1694,7.2,7.2
78.6900,20.2648,7.3,7.3
78.6587,20.3598,7.3,7.3
78.6271,20.4547,7.2,7.2
78.5946,20.5492,7.3,7.3
78.5608,20.6433,7.3,7.3
78.5258,20.7369,7.3,7.3
78.4904,20.8305,7.2,7.2
78.4542,20.9237,7.3,7.3
78.4165,21.0163,7.3,7.3
78.3778,21.1085,7.3,7.3
78.3388,21.2005,7.3,7.3
78.2988,21.2921,7.3,7.3
78.2576,21.3832,7.3,7.3
78.2158,21.4741,7.3,7.3
78.1735,21.5647,7.4,7.4
78.1298,21.6546,7.3,7.3
78.0852,21.7441,7.3,7.3
78.0393,21.8329,7.3,7.3
77.9924,21.9212,7.3,7.3
77.9452,22.0093,7.3,7.3
77.8971,22.0970,7.3,7.3
77.8479,22.1840,7.4,7.4
77.7980,22.2707,7.3,7.3
77.7474,22.3569,7.3,7.3
77.6959,22.4426,7.4,7.4
77.6435,22.5277,7.3,7.3
77.5901,22.6123,7.3,7.3
77.5360,22.6964,7.3,7.3
77.4817,22.7803,7.4,7.4
77.4261,22.8634,7.3,7.3
77.3696,22.9459,7.3,7.3
77.3123,23.0278,7.3,7.3
77.2542,23.1092,7.4,7.4
77.1954,23.1900,7.3,7.3
77.1358,23.2703,7.3,7.3
77.0755,23.3501,7.3,7.3
77.0144,23.4292,7.3,7.3
76.9521,23.5074,7.3,7.3
76.8894,23.5853,7.4,7.4
76.8263,23.6628,7.3,7.3
76.7624,23.7397,7.4,7.4
76.6977,23.8160,7.4,7.4
76.6324,23.8917,7.4,7.4
76.5664,23.9668,7.3,7.3
76.4998,24.0414,7.3,7.3
76.4326,24.1154,7.3,7.3
76.3647,24.1887,7.3,7.3
76.2961,24.2615,7.3,7.3
76.2269,24.3337,7.3,7.3
76.1572,24.4053,7.3,7.3
76.0868,24.4763,7.3,7.3
76.0159,24.5468,7.3,7.3
75.9442,24.6166,7.3,7.3
75.8716,24.6853,7.3,7.3
